Provinsi,Kabupaten,No,Komoditas,Satuan,2020,2021,2022,2023,2024,2025
Tulangbawang,Tulangbawang,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tulangbawang,Tulangbawang,2,KACANG HIJAU,Ha,58.0,90.0,38.0,0.0,0.0,0.0
Tulangbawang,Tulangbawang,3,KACANG TANAH,Ha,135.0,150.0,119.0,37.0,0.0,0.0
Tulangbawang,Tulangbawang,4,KEDELAI,Ha,175.0,112.0,3.0,80.0,0.0,0.0
Tulangbawang,Tulangbawang,5,PADI,Ha,55881.56,52601.29,65510.84,72025.12,75344.09,0.0
Tulangbawang,Tulangbawang,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tulangbawang,Tulangbawang,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tulangbawang,Tulangbawang,8,UBIJALAR,Ha,115.0,112.0,64.0,34.0,0.0,0.0
Tulangbawang,Tulangbawang,9,UBIKAYU / KETELA POHON,Ha,26675.4,27410.3,28365.8,28729.9,0.0,0.0
Pesawaran,Pesawaran,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pesawaran,Pesawaran,2,KACANG HIJAU,Ha,68.0,258.0,130.2,0.0,0.0,0.0
Pesawaran,Pesawaran,3,KACANG TANAH,Ha,115.5,216.0,154.9,182.55,0.0,0.0
Pesawaran,Pesawaran,4,KEDELAI,Ha,2.0,0.0,114.5,54.26,0.0,0.0
Pesawaran,Pesawaran,5,PADI,Ha,22068.41,21260.36,23359.64,23009.98,21910.12,0.0
Pesawaran,Pesawaran,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pesawaran,Pesawaran,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pesawaran,Pesawaran,8,UBIJALAR,Ha,153.5,118.8,74.2,129.75,0.0,0.0
Pesawaran,Pesawaran,9,UBIKAYU / KETELA POHON,Ha,3012.0,2476.0,1688.5,3148.95,0.0,0.0
Pringsewu,Pringsewu,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pringsewu,Pringsewu,2,KACANG HIJAU,Ha,12.2,18.0,19.0,0.0,0.0,0.0
Pringsewu,Pringsewu,3,KACANG TANAH,Ha,15.7,16.0,3.9,13.0,0.0,0.0
Pringsewu,Pringsewu,4,KEDELAI,Ha,120.5,48.4,13.5,117.24,0.0,0.0
Pringsewu,Pringsewu,5,PADI,Ha,23041.49,21574.65,23489.05,21752.76,22651.01,0.0
Pringsewu,Pringsewu,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pringsewu,Pringsewu,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pringsewu,Pringsewu,8,UBIJALAR,Ha,20.0,37.5,2.0,0.5,0.0,0.0
Pringsewu,Pringsewu,9,UBIKAYU / KETELA POHON,Ha,579.0,716.5,536.5,448.05,0.0,0.0
Mesuji,Mesuji,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mesuji,Mesuji,2,KACANG HIJAU,Ha,9.0,9.0,0.0,0.0,0.0,0.0
Mesuji,Mesuji,3,KACANG TANAH,Ha,9.0,6.0,0.0,0.0,0.0,0.0
Mesuji,Mesuji,4,KEDELAI,Ha,0.0,67.0,43.0,441.01,0.0,0.0
Mesuji,Mesuji,5,PADI,Ha,78479.45,65020.17,57654.9,56726.11,56395.22,0.0
Mesuji,Mesuji,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mesuji,Mesuji,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mesuji,Mesuji,8,UBIJALAR,Ha,0.0,12.0,0.0,0.0,0.0,0.0
Mesuji,Mesuji,9,UBIKAYU / KETELA POHON,Ha,1526.0,1709.0,2206.0,974.76,0.0,0.0
Tulang,Tulang Bawang Barat,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tulang,Tulang Bawang Barat,2,KACANG HIJAU,Ha,34.7,14.0,100.0,0.0,0.0,0.0
Tulang,Tulang Bawang Barat,3,KACANG TANAH,Ha,338.4,71.4,48.7,38.94,0.0,0.0
Tulang,Tulang Bawang Barat,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tulang,Tulang Bawang Barat,5,PADI,Ha,6360.79,6994.69,10254.68,9942.54,7282.52,0.0
Tulang,Tulang Bawang Barat,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tulang,Tulang Bawang Barat,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tulang,Tulang Bawang Barat,8,UBIJALAR,Ha,41.0,30.0,21.5,28.0,0.0,0.0
Tulang,Tulang Bawang Barat,9,UBIKAYU / KETELA POHON,Ha,26159.8,24756.2,26684.3,17712.06,0.0,0.0
Pesisir,Pesisir Barat,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pesisir,Pesisir Barat,2,KACANG HIJAU,Ha,70.0,68.0,77.0,0.0,0.0,0.0
Pesisir,Pesisir Barat,3,KACANG TANAH,Ha,86.0,124.0,105.0,48.0,0.0,0.0
Pesisir,Pesisir Barat,4,KEDELAI,Ha,116.0,454.0,125.0,99.01,0.0,0.0
Pesisir,Pesisir Barat,5,PADI,Ha,12808.37,12215.56,11921.43,10860.16,11090.78,0.0
Pesisir,Pesisir Barat,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pesisir,Pesisir Barat,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pesisir,Pesisir Barat,8,UBIJALAR,Ha,85.0,99.0,71.0,37.0,0.0,0.0
Pesisir,Pesisir Barat,9,UBIKAYU / KETELA POHON,Ha,109.0,149.0,133.0,69.7,0.0,0.0
Bandar,Bandar Lampung,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bandar,Bandar Lampung,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bandar,Bandar Lampung,3,KACANG TANAH,Ha,17.0,0.0,2.5,0.0,0.0,0.0
Bandar,Bandar Lampung,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bandar,Bandar Lampung,5,PADI,Ha,523.07,470.07,491.63,477.44,530.53,0.0
Bandar,Bandar Lampung,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bandar,Bandar Lampung,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bandar,Bandar Lampung,8,UBIJALAR,Ha,8.0,10.0,6.5,8.5,0.0,0.0
Bandar,Bandar Lampung,9,UBIKAYU / KETELA POHON,Ha,47.0,53.2,45.0,40.08,0.0,0.0
Metro,Metro,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Metro,Metro,2,KACANG HIJAU,Ha,1.9,0.0,6.5,0.0,0.0,0.0
Metro,Metro,3,KACANG TANAH,Ha,3.9,17.8,17.8,11.85,0.0,0.0
Metro,Metro,4,KEDELAI,Ha,0.0,0.0,27.3,0.0,0.0,0.0
Metro,Metro,5,PADI,Ha,7280.04,5179.2,5323.92,5279.15,5154.43,0.0
Metro,Metro,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Metro,Metro,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Metro,Metro,8,UBIJALAR,Ha,1.0,11.0,12.0,7.0,0.0,0.0
Metro,Metro,9,UBIKAYU / KETELA POHON,Ha,32.0,41.0,35.0,43.31,0.0,0.0
Bangka,Bangka,1,JAGUNG,Ha,358.1,326.7,222.9,0.0,0.0,0.0
Bangka,Bangka,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bangka,Bangka,3,KACANG TANAH,Ha,62.8,98.0,78.6,0.0,0.0,0.0
Bangka,Bangka,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bangka,Bangka,5,PADI,Ha,1401.63,1599.75,1442.92,1269.93,1861.67,0.0
Bangka,Bangka,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bangka,Bangka,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bangka,Bangka,8,UBIJALAR,Ha,87.5,126.6,88.6,0.0,0.0,0.0
Bangka,Bangka,9,UBIKAYU / KETELA POHON,Ha,2158.1,1899.9,1590.5,0.0,0.0,0.0
Belitung,Belitung,1,JAGUNG,Ha,3.0,1.0,3.9,0.0,0.0,0.0
Belitung,Belitung,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Belitung,Belitung,3,KACANG TANAH,Ha,36.8,44.2,47.0,0.0,0.0,0.0
Belitung,Belitung,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Belitung,Belitung,5,PADI,Ha,406.13,293.25,332.09,293.57,316.87,0.0
Belitung,Belitung,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Belitung,Belitung,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Belitung,Belitung,8,UBIJALAR,Ha,5.9,15.1,25.6,0.0,0.0,0.0
Belitung,Belitung,9,UBIKAYU / KETELA POHON,Ha,98.2,78.5,124.7,0.0,0.0,0.0
Bangka,Bangka Barat,1,JAGUNG,Ha,87.7,105.8,71.8,0.0,0.0,0.0
Bangka,Bangka Barat,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bangka,Bangka Barat,3,KACANG TANAH,Ha,4.4,10.0,4.3,0.0,0.0,0.0
Bangka,Bangka Barat,4,KEDELAI,Ha,0.0,3.2,3.0,0.0,0.0,0.0
Bangka,Bangka Barat,5,PADI,Ha,1989.12,2386.19,762.48,657.26,1947.95,0.0
Bangka,Bangka Barat,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bangka,Bangka Barat,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bangka,Bangka Barat,8,UBIJALAR,Ha,44.6,26.2,34.2,0.0,0.0,0.0
Bangka,Bangka Barat,9,UBIKAYU / KETELA POHON,Ha,1049.0,666.2,500.7,0.0,0.0,0.0
Bangka,Bangka Tengah,1,JAGUNG,Ha,102.9,128.7,91.6,0.0,0.0,0.0
Bangka,Bangka Tengah,2,KACANG HIJAU,Ha,0.0,0.0,0.8,0.0,0.0,0.0
Bangka,Bangka Tengah,3,KACANG TANAH,Ha,3.3,11.8,6.8,0.0,0.0,0.0
Bangka,Bangka Tengah,4,KEDELAI,Ha,0.0,0.2,0.0,0.0,0.0,0.0
Bangka,Bangka Tengah,5,PADI,Ha,98.31,121.72,112.36,112.36,121.08,0.0
Bangka,Bangka Tengah,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bangka,Bangka Tengah,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bangka,Bangka Tengah,8,UBIJALAR,Ha,8.4,16.0,11.9,0.0,0.0,0.0
Bangka,Bangka Tengah,9,UBIKAYU / KETELA POHON,Ha,305.5,314.2,469.3,0.0,0.0,0.0
Belitung,Belitung Timur,1,JAGUNG,Ha,1.5,7.0,7.2,0.0,0.0,0.0
Belitung,Belitung Timur,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Belitung,Belitung Timur,3,KACANG TANAH,Ha,62.5,39.9,49.4,0.0,0.0,0.0
Belitung,Belitung Timur,4,KEDELAI,Ha,0.0,1.0,0.0,0.0,0.0,0.0
Belitung,Belitung Timur,5,PADI,Ha,1521.29,1219.81,708.84,629.02,814.55,0.0
Belitung,Belitung Timur,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Belitung,Belitung Timur,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Belitung,Belitung Timur,8,UBIJALAR,Ha,43.3,30.2,45.9,0.0,0.0,0.0
Belitung,Belitung Timur,9,UBIKAYU / KETELA POHON,Ha,134.4,100.9,88.3,0.0,0.0,0.0
Pangkal,Pangkal Pinang,1,JAGUNG,Ha,0.0,0.0,0.1,0.0,0.0,0.0
Pangkal,Pangkal Pinang,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pangkal,Pangkal Pinang,3,KACANG TANAH,Ha,1.0,1.4,0.2,0.0,0.0,0.0
Pangkal,Pangkal Pinang,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pangkal,Pangkal Pinang,5,PADI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pangkal,Pangkal Pinang,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pangkal,Pangkal Pinang,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pangkal,Pangkal Pinang,8,UBIJALAR,Ha,2.0,2.2,0.0,0.0,0.0,0.0
Pangkal,Pangkal Pinang,9,UBIKAYU / KETELA POHON,Ha,13.0,10.7,5.5,0.0,0.0,0.0
Karimun,Karimun,1,JAGUNG,Ha,5.0,0.3,0.0,0.0,0.0,0.0
Karimun,Karimun,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Karimun,Karimun,3,KACANG TANAH,Ha,12.5,10.6,6.1,0.0,0.0,0.0
Karimun,Karimun,4,KEDELAI,Ha,0.0,0.1,0.0,0.0,0.0,0.0
Karimun,Karimun,5,PADI,Ha,39.2,23.19,0.0,1.41,0.0,0.0
Karimun,Karimun,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Karimun,Karimun,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Karimun,Karimun,8,UBIJALAR,Ha,13.5,14.0,8.7,0.0,0.0,0.0
Karimun,Karimun,9,UBIKAYU / KETELA POHON,Ha,46.9,48.1,56.2,0.0,0.0,0.0
Bintan,Bintan,1,JAGUNG,Ha,25.2,29.2,24.9,0.0,0.0,0.0
Bintan,Bintan,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bintan,Bintan,3,KACANG TANAH,Ha,20.2,23.0,14.3,0.0,0.0,0.0
Bintan,Bintan,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bintan,Bintan,5,PADI,Ha,17.91,12.54,8.95,5.37,16.11,0.0
Bintan,Bintan,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bintan,Bintan,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bintan,Bintan,8,UBIJALAR,Ha,29.2,24.2,25.0,0.0,0.0,0.0
Bintan,Bintan,9,UBIKAYU / KETELA POHON,Ha,94.1,157.9,111.6,0.0,0.0,0.0
Natuna,Natuna,1,JAGUNG,Ha,1.1,10.9,1.0,0.0,0.0,0.0
Natuna,Natuna,2,KACANG HIJAU,Ha,0.3,0.0,0.0,0.0,0.0,0.0
Natuna,Natuna,3,KACANG TANAH,Ha,8.5,14.2,7.0,0.0,0.0,0.0
Natuna,Natuna,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Natuna,Natuna,5,PADI,Ha,138.42,109.46,98.44,54.11,68.69,0.0
Natuna,Natuna,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Natuna,Natuna,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Natuna,Natuna,8,UBIJALAR,Ha,40.5,26.0,20.6,0.0,0.0,0.0
Natuna,Natuna,9,UBIKAYU / KETELA POHON,Ha,85.2,72.2,53.9,0.0,0.0,0.0
Lingga,Lingga,1,JAGUNG,Ha,11.0,25.8,4.9,0.0,0.0,0.0
Lingga,Lingga,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Lingga,Lingga,3,KACANG TANAH,Ha,16.5,2.0,1.2,0.0,0.0,0.0
Lingga,Lingga,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Lingga,Lingga,5,PADI,Ha,71.04,85.51,44.84,33.71,21.95,0.0
Lingga,Lingga,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Lingga,Lingga,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Lingga,Lingga,8,UBIJALAR,Ha,17.9,7.3,3.3,0.0,0.0,0.0
Lingga,Lingga,9,UBIKAYU / KETELA POHON,Ha,58.5,9.3,37.8,0.0,0.0,0.0
Kepulauan,Kepulauan Anambas,1,JAGUNG,Ha,0.3,2.4,0.1,0.0,0.0,0.0
Kepulauan,Kepulauan Anambas,2,KACANG HIJAU,Ha,0.1,0.0,0.0,0.0,0.0,0.0
Kepulauan,Kepulauan Anambas,3,KACANG TANAH,Ha,2.2,0.0,0.2,0.0,0.0,0.0
Kepulauan,Kepulauan Anambas,4,KEDELAI,Ha,0.0,0.1,0.0,0.0,0.0,0.0
Kepulauan,Kepulauan Anambas,5,PADI,Ha,31.95,39.46,27.25,20.67,6.58,0.0
Kepulauan,Kepulauan Anambas,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kepulauan,Kepulauan Anambas,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kepulauan,Kepulauan Anambas,8,UBIJALAR,Ha,4.9,4.6,1.8,0.0,0.0,0.0
Kepulauan,Kepulauan Anambas,9,UBIKAYU / KETELA POHON,Ha,23.1,11.7,14.4,0.0,0.0,0.0
B,B A T A M,1,JAGUNG,Ha,8.0,3.0,0.0,0.0,0.0,0.0
B,B A T A M,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
B,B A T A M,3,KACANG TANAH,Ha,0.0,0.0,4.0,0.0,0.0,0.0
B,B A T A M,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
B,B A T A M,5,PADI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
B,B A T A M,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
B,B A T A M,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
B,B A T A M,8,UBIJALAR,Ha,31.0,7.0,32.0,0.0,0.0,0.0
B,B A T A M,9,UBIKAYU / KETELA POHON,Ha,223.0,178.0,228.0,0.0,0.0,0.0
Tanjung,Tanjung Pinang,1,JAGUNG,Ha,0.5,0.0,0.0,0.0,0.0,0.0
Tanjung,Tanjung Pinang,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tanjung,Tanjung Pinang,3,KACANG TANAH,Ha,1.2,1.0,2.0,0.0,0.0,0.0
Tanjung,Tanjung Pinang,4,KEDELAI,Ha,0.0,0.0,0.2,0.0,0.0,0.0
Tanjung,Tanjung Pinang,5,PADI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tanjung,Tanjung Pinang,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tanjung,Tanjung Pinang,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tanjung,Tanjung Pinang,8,UBIJALAR,Ha,0.0,0.6,0.6,0.0,0.0,0.0
Tanjung,Tanjung Pinang,9,UBIKAYU / KETELA POHON,Ha,4.5,2.7,2.2,0.0,0.0,0.0
Kepulauan,Kepulauan Seribu,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kepulauan,Kepulauan Seribu,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kepulauan,Kepulauan Seribu,3,KACANG TANAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kepulauan,Kepulauan Seribu,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kepulauan,Kepulauan Seribu,5,PADI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kepulauan,Kepulauan Seribu,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kepulauan,Kepulauan Seribu,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kepulauan,Kepulauan Seribu,8,UBIJALAR,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kepulauan,Kepulauan Seribu,9,UBIKAYU / KETELA POHON,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Selatan,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Selatan,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Selatan,3,KACANG TANAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Selatan,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Selatan,5,PADI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Selatan,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Selatan,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Selatan,8,UBIJALAR,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Selatan,9,UBIKAYU / KETELA POHON,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Pusat,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Pusat,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Pusat,3,KACANG TANAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Pusat,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Pusat,5,PADI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Pusat,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Pusat,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Pusat,8,UBIJALAR,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Pusat,9,UBIKAYU / KETELA POHON,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Barat,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Barat,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Barat,3,KACANG TANAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Barat,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Barat,5,PADI,Ha,93.67,42.39,37.85,36.33,0.0,0.0
Jakarta,Jakarta Barat,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Barat,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Barat,8,UBIJALAR,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Barat,9,UBIKAYU / KETELA POHON,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Utara,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Utara,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Utara,3,KACANG TANAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Utara,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Utara,5,PADI,Ha,791.73,479.65,405.86,461.2,0.0,0.0
Jakarta,Jakarta Utara,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Utara,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Utara,8,UBIJALAR,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jakarta,Jakarta Utara,9,UBIKAYU / KETELA POHON,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bogor,Bogor,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bogor,Bogor,2,KACANG HIJAU,Ha,13.5,176.0,24.5,0.0,0.0,0.0
Bogor,Bogor,3,KACANG TANAH,Ha,693.3,779.7,634.3,0.0,0.0,0.0
Bogor,Bogor,4,KEDELAI,Ha,10.5,10.5,13.9,0.0,2.0,0.0
Bogor,Bogor,5,PADI,Ha,55692.0,57426.0,56002.0,50999.0,50168.52,0.0
Bogor,Bogor,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bogor,Bogor,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bogor,Bogor,8,UBIJALAR,Ha,2520.5,2396.1,2344.0,0.0,0.0,0.0
Bogor,Bogor,9,UBIKAYU / KETELA POHON,Ha,3374.0,3177.9,3175.7,0.0,0.0,0.0
Sukabumi,Sukabumi,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sukabumi,Sukabumi,2,KACANG HIJAU,Ha,676.0,107.6,78.7,0.0,0.0,0.0
Sukabumi,Sukabumi,3,KACANG TANAH,Ha,3952.5,2582.2,4798.0,0.0,0.0,0.0
Sukabumi,Sukabumi,4,KEDELAI,Ha,23664.3,3685.6,4286.2,0.0,501.0,0.0
Sukabumi,Sukabumi,5,PADI,Ha,93371.0,89510.0,95013.0,93866.0,81612.3,0.0
Sukabumi,Sukabumi,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sukabumi,Sukabumi,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sukabumi,Sukabumi,8,UBIJALAR,Ha,895.0,847.6,994.4,0.0,0.0,0.0
Sukabumi,Sukabumi,9,UBIKAYU / KETELA POHON,Ha,4220.0,7123.0,8174.0,0.0,0.0,0.0
Cianjur,Cianjur,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Cianjur,Cianjur,2,KACANG HIJAU,Ha,515.8,249.1,236.8,0.0,0.0,0.0
Cianjur,Cianjur,3,KACANG TANAH,Ha,2746.2,2299.1,1954.7,0.0,0.0,0.0
Cianjur,Cianjur,4,KEDELAI,Ha,11987.4,6287.0,8605.6,0.0,4178.0,0.0
Cianjur,Cianjur,5,PADI,Ha,113856.0,113538.0,115877.0,115750.0,105305.7,0.0
Cianjur,Cianjur,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Cianjur,Cianjur,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Cianjur,Cianjur,8,UBIJALAR,Ha,501.1,535.6,508.2,0.0,0.0,0.0
Cianjur,Cianjur,9,UBIKAYU / KETELA POHON,Ha,3312.5,2513.2,1753.3,0.0,0.0,0.0
Bandung,Bandung,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bandung,Bandung,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bandung,Bandung,3,KACANG TANAH,Ha,1053.0,1411.0,1682.0,0.0,0.0,0.0
Bandung,Bandung,4,KEDELAI,Ha,684.0,293.0,398.0,0.0,0.0,0.0
Bandung,Bandung,5,PADI,Ha,50150.0,50553.0,47538.0,49366.0,51947.62,0.0
Bandung,Bandung,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
