Provinsi,Kabupaten,No,Komoditas,Satuan,2020,2021,2022,2023,2024,2025
Pasuruan,Pasuruan,8,UBIJALAR,Ha,337.4,67.0,226.4,0.0,0.0,0.0
Pasuruan,Pasuruan,9,UBIKAYU / KETELA POHON,Ha,2133.7,127.0,1046.5,0.0,0.0,0.0
Sidoarjo,Sidoarjo,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sidoarjo,Sidoarjo,2,KACANG HIJAU,Ha,636.2,921.2,552.4,0.0,0.0,0.0
Sidoarjo,Sidoarjo,3,KACANG TANAH,Ha,1.0,0.0,0.0,0.0,0.0,0.0
Sidoarjo,Sidoarjo,4,KEDELAI,Ha,99.5,90.0,132.0,0.0,0.0,0.0
Sidoarjo,Sidoarjo,5,PADI,Ha,209109.93,202501.4,31368.74,31030.46,32100.11,0.0
Sidoarjo,Sidoarjo,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sidoarjo,Sidoarjo,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sidoarjo,Sidoarjo,8,UBIJALAR,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sidoarjo,Sidoarjo,9,UBIKAYU / KETELA POHON,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mojokerto,Mojokerto,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mojokerto,Mojokerto,2,KACANG HIJAU,Ha,1813.6,1812.5,1527.9,0.0,0.0,0.0
Mojokerto,Mojokerto,3,KACANG TANAH,Ha,660.0,442.6,551.1,0.0,0.0,0.0
Mojokerto,Mojokerto,4,KEDELAI,Ha,839.9,858.7,939.4,0.0,0.0,0.0
Mojokerto,Mojokerto,5,PADI,Ha,312686.37,297042.32,49395.45,53462.15,47296.06,0.0
Mojokerto,Mojokerto,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mojokerto,Mojokerto,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mojokerto,Mojokerto,8,UBIJALAR,Ha,2051.9,1984.4,2579.0,0.0,0.0,0.0
Mojokerto,Mojokerto,9,UBIKAYU / KETELA POHON,Ha,469.8,357.8,500.0,0.0,0.0,0.0
Jombang,Jombang,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jombang,Jombang,2,KACANG HIJAU,Ha,61.8,62.7,34.8,0.0,0.0,0.0
Jombang,Jombang,3,KACANG TANAH,Ha,440.8,270.8,148.9,0.0,0.0,0.0
Jombang,Jombang,4,KEDELAI,Ha,552.8,1757.3,1884.7,0.0,0.0,0.0
Jombang,Jombang,5,PADI,Ha,55793.12,54968.44,54896.68,56762.71,55369.46,0.0
Jombang,Jombang,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jombang,Jombang,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Jombang,Jombang,8,UBIJALAR,Ha,62.0,19.3,42.5,0.0,0.0,0.0
Jombang,Jombang,9,UBIKAYU / KETELA POHON,Ha,307.2,1126.9,725.3,0.0,0.0,0.0
Nganjuk,Nganjuk,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Nganjuk,Nganjuk,2,KACANG HIJAU,Ha,683.6,638.4,782.9,0.0,0.0,0.0
Nganjuk,Nganjuk,3,KACANG TANAH,Ha,943.5,1141.1,687.4,0.0,0.0,0.0
Nganjuk,Nganjuk,4,KEDELAI,Ha,4552.5,3271.6,3249.7,0.0,0.0,0.0
Nganjuk,Nganjuk,5,PADI,Ha,436884.05,72439.86,376476.43,72039.49,69685.57,0.0
Nganjuk,Nganjuk,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Nganjuk,Nganjuk,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Nganjuk,Nganjuk,8,UBIJALAR,Ha,98.0,99.0,60.0,0.0,0.0,0.0
Nganjuk,Nganjuk,9,UBIKAYU / KETELA POHON,Ha,2029.0,2091.0,2669.0,0.0,0.0,0.0
Madiun,Madiun,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Madiun,Madiun,2,KACANG HIJAU,Ha,2055.5,2670.1,2873.3,0.0,0.0,0.0
Madiun,Madiun,3,KACANG TANAH,Ha,959.8,625.0,489.3,0.0,0.0,0.0
Madiun,Madiun,4,KEDELAI,Ha,669.6,554.1,607.9,0.0,0.0,0.0
Madiun,Madiun,5,PADI,Ha,446052.38,75713.29,401573.69,74784.95,73419.94,0.0
Madiun,Madiun,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Madiun,Madiun,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Madiun,Madiun,8,UBIJALAR,Ha,8.5,0.9,0.0,0.0,0.0,0.0
Madiun,Madiun,9,UBIKAYU / KETELA POHON,Ha,2255.0,1218.4,777.9,0.0,0.0,0.0
Magetan,Magetan,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Magetan,Magetan,2,KACANG HIJAU,Ha,597.8,406.9,400.2,0.0,0.0,0.0
Magetan,Magetan,3,KACANG TANAH,Ha,3871.2,3651.8,2520.6,0.0,0.0,0.0
Magetan,Magetan,4,KEDELAI,Ha,246.4,590.2,536.9,0.0,0.0,0.0
Magetan,Magetan,5,PADI,Ha,46821.62,307279.68,43965.49,44424.0,43404.62,0.0
Magetan,Magetan,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Magetan,Magetan,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Magetan,Magetan,8,UBIJALAR,Ha,1199.5,1123.4,1444.1,0.0,0.0,0.0
Magetan,Magetan,9,UBIKAYU / KETELA POHON,Ha,1800.3,1893.1,1244.3,0.0,0.0,0.0
Ngawi,Ngawi,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Ngawi,Ngawi,2,KACANG HIJAU,Ha,219.9,167.0,132.0,0.0,0.0,0.0
Ngawi,Ngawi,3,KACANG TANAH,Ha,2961.6,3005.2,2702.7,0.0,0.0,0.0
Ngawi,Ngawi,4,KEDELAI,Ha,798.8,554.3,321.0,0.0,0.0,0.0
Ngawi,Ngawi,5,PADI,Ha,837773.15,786475.65,755938.95,124922.92,123075.68,0.0
Ngawi,Ngawi,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Ngawi,Ngawi,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Ngawi,Ngawi,8,UBIJALAR,Ha,995.2,1475.2,1468.2,0.0,0.0,0.0
Ngawi,Ngawi,9,UBIKAYU / KETELA POHON,Ha,1963.7,3149.9,1778.3,0.0,0.0,0.0
Bojonegoro,Bojonegoro,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bojonegoro,Bojonegoro,2,KACANG HIJAU,Ha,4027.1,4141.2,3035.9,0.0,0.0,0.0
Bojonegoro,Bojonegoro,3,KACANG TANAH,Ha,1771.3,2531.1,2481.5,0.0,0.0,0.0
Bojonegoro,Bojonegoro,4,KEDELAI,Ha,5339.3,9409.4,9625.0,0.0,0.0,0.0
Bojonegoro,Bojonegoro,5,PADI,Ha,728915.12,674002.0,704288.94,132712.02,131220.56,0.0
Bojonegoro,Bojonegoro,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bojonegoro,Bojonegoro,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bojonegoro,Bojonegoro,8,UBIJALAR,Ha,81.0,72.8,86.0,0.0,0.0,0.0
Bojonegoro,Bojonegoro,9,UBIKAYU / KETELA POHON,Ha,1137.0,1114.9,1033.0,0.0,0.0,0.0
Tuban,Tuban,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tuban,Tuban,2,KACANG HIJAU,Ha,581.5,971.0,937.8,0.0,0.0,0.0
Tuban,Tuban,3,KACANG TANAH,Ha,12496.3,12913.7,8051.0,0.0,0.0,0.0
Tuban,Tuban,4,KEDELAI,Ha,86.7,226.7,244.7,0.0,0.0,0.0
Tuban,Tuban,5,PADI,Ha,507053.88,489418.62,498938.59,84115.63,84211.69,0.0
Tuban,Tuban,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tuban,Tuban,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tuban,Tuban,8,UBIJALAR,Ha,412.0,420.4,371.8,0.0,0.0,0.0
Tuban,Tuban,9,UBIKAYU / KETELA POHON,Ha,1617.0,886.9,789.7,0.0,0.0,0.0
Lamongan,Lamongan,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Lamongan,Lamongan,2,KACANG HIJAU,Ha,5043.9,7298.2,2970.8,0.0,0.0,0.0
Lamongan,Lamongan,3,KACANG TANAH,Ha,4458.8,5420.7,5404.4,0.0,0.0,0.0
Lamongan,Lamongan,4,KEDELAI,Ha,4670.7,4855.8,5895.0,0.0,0.0,0.0
Lamongan,Lamongan,5,PADI,Ha,148030.9,138450.43,150903.4,139704.81,130670.42,0.0
Lamongan,Lamongan,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Lamongan,Lamongan,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Lamongan,Lamongan,8,UBIJALAR,Ha,61.2,76.1,51.7,0.0,0.0,0.0
Lamongan,Lamongan,9,UBIKAYU / KETELA POHON,Ha,1751.4,2001.0,1980.9,0.0,0.0,0.0
Gresik,Gresik,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Gresik,Gresik,2,KACANG HIJAU,Ha,469.0,274.7,475.9,0.0,0.0,0.0
Gresik,Gresik,3,KACANG TANAH,Ha,865.4,718.9,833.9,0.0,0.0,0.0
Gresik,Gresik,4,KEDELAI,Ha,64.5,73.1,241.7,0.0,0.0,0.0
Gresik,Gresik,5,PADI,Ha,407716.63,379666.19,411242.2,66202.61,54057.45,0.0
Gresik,Gresik,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Gresik,Gresik,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Gresik,Gresik,8,UBIJALAR,Ha,47.0,53.0,0.0,0.0,0.0,0.0
Gresik,Gresik,9,UBIKAYU / KETELA POHON,Ha,578.0,504.0,768.8,0.0,0.0,0.0
Bangkalan,Bangkalan,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bangkalan,Bangkalan,2,KACANG HIJAU,Ha,3338.6,1251.4,1494.0,0.0,0.0,0.0
Bangkalan,Bangkalan,3,KACANG TANAH,Ha,17017.0,15430.9,16086.3,0.0,0.0,0.0
Bangkalan,Bangkalan,4,KEDELAI,Ha,1371.0,1472.0,366.0,0.0,0.0,0.0
Bangkalan,Bangkalan,5,PADI,Ha,207294.89,42110.04,198122.71,38011.82,39554.55,0.0
Bangkalan,Bangkalan,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bangkalan,Bangkalan,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Bangkalan,Bangkalan,8,UBIJALAR,Ha,626.4,372.8,208.8,0.0,0.0,0.0
Bangkalan,Bangkalan,9,UBIKAYU / KETELA POHON,Ha,1082.0,1083.0,1130.0,0.0,0.0,0.0
Sampang,Sampang,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sampang,Sampang,2,KACANG HIJAU,Ha,4492.1,4941.1,7544.1,0.0,0.0,0.0
Sampang,Sampang,3,KACANG TANAH,Ha,24584.7,18930.4,25663.0,0.0,0.0,0.0
Sampang,Sampang,4,KEDELAI,Ha,811.0,20.0,28.0,0.0,0.0,0.0
Sampang,Sampang,5,PADI,Ha,191735.47,38151.91,172494.38,34795.54,33068.93,0.0
Sampang,Sampang,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sampang,Sampang,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sampang,Sampang,8,UBIJALAR,Ha,496.2,859.0,1041.5,0.0,0.0,0.0
Sampang,Sampang,9,UBIKAYU / KETELA POHON,Ha,3913.6,4850.0,4382.0,0.0,0.0,0.0
Pamekasan,Pamekasan,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pamekasan,Pamekasan,2,KACANG HIJAU,Ha,611.7,1409.0,1191.9,0.0,0.0,0.0
Pamekasan,Pamekasan,3,KACANG TANAH,Ha,1793.9,1689.9,1682.6,0.0,0.0,0.0
Pamekasan,Pamekasan,4,KEDELAI,Ha,0.0,0.0,108.0,0.0,0.0,0.0
Pamekasan,Pamekasan,5,PADI,Ha,101827.44,96723.97,20497.42,19884.36,19637.62,0.0
Pamekasan,Pamekasan,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pamekasan,Pamekasan,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pamekasan,Pamekasan,8,UBIJALAR,Ha,73.0,24.0,122.0,0.0,0.0,0.0
Pamekasan,Pamekasan,9,UBIKAYU / KETELA POHON,Ha,1552.0,1581.0,1468.0,0.0,0.0,0.0
Sumenep,Sumenep,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sumenep,Sumenep,2,KACANG HIJAU,Ha,12842.5,14256.0,7451.0,0.0,0.0,0.0
Sumenep,Sumenep,3,KACANG TANAH,Ha,6920.1,7386.0,6015.0,0.0,0.0,0.0
Sumenep,Sumenep,4,KEDELAI,Ha,234.0,60.0,126.0,0.0,0.0,0.0
Sumenep,Sumenep,5,PADI,Ha,228980.21,221979.41,41835.41,42432.97,36761.47,0.0
Sumenep,Sumenep,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sumenep,Sumenep,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Sumenep,Sumenep,8,UBIJALAR,Ha,68.0,115.0,18.0,0.0,0.0,0.0
Sumenep,Sumenep,9,UBIKAYU / KETELA POHON,Ha,2781.0,9202.0,9699.0,0.0,0.0,0.0
Kediri,Kediri,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kediri,Kediri,2,KACANG HIJAU,Ha,0.0,2.0,7.7,0.0,0.0,0.0
Kediri,Kediri,3,KACANG TANAH,Ha,19.6,10.8,9.8,0.0,0.0,0.0
Kediri,Kediri,4,KEDELAI,Ha,2.9,4.8,11.6,0.0,0.0,0.0
Kediri,Kediri,5,PADI,Ha,10283.81,9534.86,10197.5,1519.69,1328.15,0.0
Kediri,Kediri,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kediri,Kediri,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Kediri,Kediri,8,UBIJALAR,Ha,0.0,1.0,4.9,0.0,0.0,0.0
Kediri,Kediri,9,UBIKAYU / KETELA POHON,Ha,16.7,8.8,10.9,0.0,0.0,0.0
Blitar,Blitar,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Blitar,Blitar,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Blitar,Blitar,3,KACANG TANAH,Ha,41.4,71.8,133.7,0.0,0.0,0.0
Blitar,Blitar,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Blitar,Blitar,5,PADI,Ha,5274.24,5793.3,5212.13,786.57,574.04,0.0
Blitar,Blitar,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Blitar,Blitar,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Blitar,Blitar,8,UBIJALAR,Ha,7.5,5.5,0.9,0.0,0.0,0.0
Blitar,Blitar,9,UBIKAYU / KETELA POHON,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Malang,Malang,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Malang,Malang,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Malang,Malang,3,KACANG TANAH,Ha,0.0,6.0,4.0,0.0,0.0,0.0
Malang,Malang,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Malang,Malang,5,PADI,Ha,11723.75,1791.43,10771.15,1632.88,1610.91,0.0
Malang,Malang,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Malang,Malang,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Malang,Malang,8,UBIJALAR,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Malang,Malang,9,UBIKAYU / KETELA POHON,Ha,14.0,39.0,37.0,0.0,0.0,0.0
Probolinggo,Probolinggo,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Probolinggo,Probolinggo,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Probolinggo,Probolinggo,3,KACANG TANAH,Ha,15.0,11.0,11.0,0.0,0.0,0.0
Probolinggo,Probolinggo,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Probolinggo,Probolinggo,5,PADI,Ha,7543.19,8924.08,8103.92,1309.44,1391.07,0.0
Probolinggo,Probolinggo,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Probolinggo,Probolinggo,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Probolinggo,Probolinggo,8,UBIJALAR,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Probolinggo,Probolinggo,9,UBIKAYU / KETELA POHON,Ha,3.0,3.0,1.0,0.0,0.0,0.0
Pasuruan,Pasuruan,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pasuruan,Pasuruan,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pasuruan,Pasuruan,3,KACANG TANAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pasuruan,Pasuruan,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pasuruan,Pasuruan,5,PADI,Ha,10115.21,1553.82,7293.69,1374.7,1574.89,0.0
Pasuruan,Pasuruan,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pasuruan,Pasuruan,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pasuruan,Pasuruan,8,UBIJALAR,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pasuruan,Pasuruan,9,UBIKAYU / KETELA POHON,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mojokerto,Mojokerto,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mojokerto,Mojokerto,2,KACANG HIJAU,Ha,4.7,2.4,0.0,0.0,0.0,0.0
Mojokerto,Mojokerto,3,KACANG TANAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mojokerto,Mojokerto,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mojokerto,Mojokerto,5,PADI,Ha,4461.78,4414.93,5032.96,620.48,571.1,0.0
Mojokerto,Mojokerto,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mojokerto,Mojokerto,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mojokerto,Mojokerto,8,UBIJALAR,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Mojokerto,Mojokerto,9,UBIKAYU / KETELA POHON,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Madiun,Madiun,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Madiun,Madiun,2,KACANG HIJAU,Ha,148.7,151.5,154.3,0.0,0.0,0.0
Madiun,Madiun,3,KACANG TANAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Madiun,Madiun,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Madiun,Madiun,5,PADI,Ha,15166.53,13505.81,11453.92,2204.48,2190.08,0.0
Madiun,Madiun,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Madiun,Madiun,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Madiun,Madiun,8,UBIJALAR,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Madiun,Madiun,9,UBIKAYU / KETELA POHON,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Surabaya,Surabaya,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Surabaya,Surabaya,2,KACANG HIJAU,Ha,3.9,1.9,12.2,0.0,0.0,0.0
Surabaya,Surabaya,3,KACANG TANAH,Ha,1.0,0.0,0.1,0.0,0.0,0.0
Surabaya,Surabaya,4,KEDELAI,Ha,1.0,0.0,0.0,0.0,0.0,0.0
Surabaya,Surabaya,5,PADI,Ha,11138.05,1736.08,8117.31,1506.01,1321.75,0.0
Surabaya,Surabaya,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Surabaya,Surabaya,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Surabaya,Surabaya,8,UBIJALAR,Ha,2.0,0.0,0.0,0.0,0.0,0.0
Surabaya,Surabaya,9,UBIKAYU / KETELA POHON,Ha,5.5,4.1,2.9,0.0,0.0,0.0
Batu,Batu,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Batu,Batu,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Batu,Batu,3,KACANG TANAH,Ha,7.9,4.5,0.0,0.0,0.0,0.0
Batu,Batu,4,KEDELAI,Ha,0.0,0.0,1.4,0.0,0.0,0.0
Batu,Batu,5,PADI,Ha,750.11,825.39,1059.45,727.29,503.25,0.0
Batu,Batu,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Batu,Batu,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Batu,Batu,8,UBIJALAR,Ha,3.4,6.4,8.9,0.0,0.0,0.0
Batu,Batu,9,UBIKAYU / KETELA POHON,Ha,8.0,19.9,9.3,0.0,0.0,0.0
Pandeglang,Pandeglang,1,JAGUNG,Ha,9581.1,5829.7,1825.5,0.0,0.0,0.0
Pandeglang,Pandeglang,2,KACANG HIJAU,Ha,206.4,116.8,40.0,0.0,0.0,0.0
Pandeglang,Pandeglang,3,KACANG TANAH,Ha,373.4,316.1,279.1,0.0,0.0,0.0
Pandeglang,Pandeglang,4,KEDELAI,Ha,451.2,348.3,1038.0,0.0,0.0,0.0
Pandeglang,Pandeglang,5,PADI,Ha,82104.95,85561.46,95925.14,87157.84,77466.21,0.0
Pandeglang,Pandeglang,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pandeglang,Pandeglang,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Pandeglang,Pandeglang,8,UBIJALAR,Ha,481.5,503.5,316.2,0.0,0.0,0.0
Pandeglang,Pandeglang,9,UBIKAYU / KETELA POHON,Ha,1106.8,768.9,783.7,0.0,0.0,0.0
Lebak,Lebak,1,JAGUNG,Ha,5762.5,1310.9,2704.0,0.0,0.0,0.0
Lebak,Lebak,2,KACANG HIJAU,Ha,2.0,43.7,14.8,0.0,0.0,0.0
Lebak,Lebak,3,KACANG TANAH,Ha,284.8,312.7,228.9,0.0,0.0,0.0
Lebak,Lebak,4,KEDELAI,Ha,8.5,5.6,9.8,0.0,0.0,0.0
Lebak,Lebak,5,PADI,Ha,81413.36,75286.68,82353.92,78300.16,74016.18,0.0
Lebak,Lebak,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Lebak,Lebak,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Lebak,Lebak,8,UBIJALAR,Ha,277.8,213.2,135.3,0.0,0.0,0.0
Lebak,Lebak,9,UBIKAYU / KETELA POHON,Ha,984.5,957.0,841.2,0.0,0.0,0.0
Tangerang,Tangerang,1,JAGUNG,Ha,72.0,61.8,71.0,0.0,0.0,0.0
Tangerang,Tangerang,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tangerang,Tangerang,3,KACANG TANAH,Ha,58.0,35.0,56.0,0.0,0.0,0.0
Tangerang,Tangerang,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tangerang,Tangerang,5,PADI,Ha,63037.16,64616.0,61015.22,55304.56,58366.18,0.0
Tangerang,Tangerang,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tangerang,Tangerang,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tangerang,Tangerang,8,UBIJALAR,Ha,44.0,66.0,75.0,0.0,0.0,0.0
Tangerang,Tangerang,9,UBIKAYU / KETELA POHON,Ha,120.0,124.0,118.0,0.0,0.0,0.0
Serang,Serang,1,JAGUNG,Ha,1226.9,1647.0,633.5,0.0,0.0,0.0
Serang,Serang,2,KACANG HIJAU,Ha,25.9,72.0,28.0,0.0,0.0,0.0
Serang,Serang,3,KACANG TANAH,Ha,1225.4,1169.0,842.8,0.0,0.0,0.0
Serang,Serang,4,KEDELAI,Ha,117.8,5.0,211.0,0.0,0.0,0.0
Serang,Serang,5,PADI,Ha,82397.42,78827.17,84760.35,77724.63,75987.48,0.0
Serang,Serang,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Serang,Serang,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Serang,Serang,8,UBIJALAR,Ha,132.0,141.0,257.2,0.0,0.0,0.0
Serang,Serang,9,UBIKAYU / KETELA POHON,Ha,429.6,572.9,561.6,0.0,0.0,0.0
Tangerang,Tangerang,1,JAGUNG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tangerang,Tangerang,2,KACANG HIJAU,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tangerang,Tangerang,3,KACANG TANAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tangerang,Tangerang,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tangerang,Tangerang,5,PADI,Ha,822.73,582.8,610.11,524.62,435.58,0.0
Tangerang,Tangerang,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tangerang,Tangerang,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Tangerang,Tangerang,8,UBIJALAR,Ha,0.0,4.0,2.0,0.0,0.0,0.0
Tangerang,Tangerang,9,UBIKAYU / KETELA POHON,Ha,0.0,2.0,0.0,0.0,0.0,0.0
Cilegon,Cilegon,1,JAGUNG,Ha,14.0,18.0,7.7,0.0,0.0,0.0
Cilegon,Cilegon,2,KACANG HIJAU,Ha,44.0,66.0,52.5,0.0,0.0,0.0
Cilegon,Cilegon,3,KACANG TANAH,Ha,1723.0,1393.0,1480.0,0.0,0.0,0.0
Cilegon,Cilegon,4,KEDELAI,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Cilegon,Cilegon,5,PADI,Ha,1895.05,1719.87,1719.38,1686.96,1809.05,0.0
Cilegon,Cilegon,6,PADI LADANG,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Cilegon,Cilegon,7,PADI SAWAH,Ha,0.0,0.0,0.0,0.0,0.0,0.0
Cilegon,Cilegon,8,UBIJALAR,Ha,20.0,30.4,52.8,0.0,0.0,0.0
